,initial_accuracy,final_accuracy,genealogy,net_depth_min,net_depth_max,net_depth_avg,num_conv_layers,num_inception_modules,num_pooling_layers,num_IP_layers,min_IP_neurons,max_IP_neurons,avg_IP_neurons,min_IP_weights,max_IP_weights,avg_IP_weights,num_splits,min_split_width,max_split_width,avg_split_width,num_concats,min_concat_width,max_concat_width,avg_concat_width,min_conv_ker_area,max_conv_ker_area,avg_conv_ker_area,num_conv_features,num_conv_features,avg_num_conv_features,prop_conv_into_pool,prop_pool_into_pool,prop_padded_conv,prop_same_padded_conv,prop_1x1_conv,prop_square_kernels,prop_horiz_kernels,prop_vert_kernels,num_relu,num_sigmoid,num_tanh,num_max_pool,num_avg_pool,num_stochastic_pool,min_grid_reduction_area_consecutive,max_grid_reduction_area_consecutive,avg_grid_reduction_area_consecutive,min_grid_reduction_height_consecutive,max_grid_reduction_height_consecutive,avg_grid_reduction_height_consecutive,min_grid_reduction_width_consecutive,max_grid_reduction_width_consecutive,avg_grid_reduction_width_consecutive,min_grid_reduction_area_total,max_grid_reduction_area_total,avg_grid_reduction_area_total,min_grid_reduction_height_total,max_grid_reduction_height_total,avg_grid_reduction_height_total,min_grid_reduction_width_total,max_grid_reduction_width_total,avg_grid_reduction_width_total,prop_nonoverlapping,min_stride_h,max_stride_h,avg_stride_h,min_stride_w,max_stride_w,avg_stride_w,min_ratio_features_to_depth,max_ratio_features_to_depth,avg_ratio_features_to_depth,min_ratio_features_to_kerArea,max_ratio_features_to_kerArea,avg_ratio_features_to_kerArea,min_ratio_features_to_kerWidth,max_ratio_features_to_kerWidth,avg_ratio_features_to_kerWidth,min_ratio_features_to_kerHeight,max_ratio_features_to_kerHeight,avg_ratio_features_to_kerHeight,min_ratio_kerArea_to_depth,max_ratio_kerArea_to_depth,avg_ratio_kerArea_to_depth,min_ratio_kerWidth_to_depth,max_ratio_kerWidth_to_depth,avg_ratio_kerWidth_to_depth,min_ratio_kerHeight_to_depth,max_ratio_kerHeight_to_depth,avg_ratio_kerHeight_to_depth
00092_00006_02959,0.00285,0.73935,00092,13,15,14.5,24,3,10,0,8,8,8.0,2048,2048,2048.0,6,2,4,3.3333333333333335,8,2,4,2.75,1.0,49.0,59.416666666666664,16.0,128.0,59.416666666666664,0.3333333333333333,0.2,0.4166666666666667,0.0,0.5833333333333334,0.9117647058823529,0.0,0.029411764705882353,22,2,0,9,1,0,0.04552590266875978,0.7660545092993333,0.14903896172001999,0.020408163265306145,0.5145631067961165,0.08337519538652331,0.02564102564102566,0.5180722891566265,0.09394814328664668,0.8240000000000001,0.8240000000000001,0.8240000000000001,0.56,0.56,0.56,0.6,0.6,0.6,0.0,1,2,1.1,1,2,1.1,1.3333333333333333,64.0,34.25333333333333,0.673469387755102,96.0,31.54945578231293,4.714285714285714,96.0,37.85952380952381,4.714285714285714,96.0,37.85952380952381,0.16666666666666666,49.0,5.255158730158731,0.16666666666666666,7.0,1.0003968253968252,0.16666666666666666,7.0,1.0003968253968252
00092_00006_00096,0.00285,0.5882,00092,6,6,6.0,6,0,2,0,8,8,8.0,1536,1536,1536.0,3,2,4,2.6666666666666665,5,2,2,2.0,3.0,144.0,53.333333333333336,32.0,96.0,53.333333333333336,0.3333333333333333,0.0,1.0,0.0,0.0,0.5,0.25,0.0,2,2,0,2,0,0,0.08799999999999997,0.9935064935064936,0.5035569173681234,0.0,0.9454545454545454,0.3750044130626655,0.050000000000000044,0.8809523809523809,0.4039228341939185,0.998125,0.998125,0.998125,0.97,0.97,0.97,0.9375,0.9375,0.9375,0.25,1,16,5.0,1,9,3.25,2.0,32.0,23.142857142857142,0.2222222222222222,32.0,10.958427815570673,3.5555555555555554,32.0,13.375661375661375,2.0,96.0,34.1904761904762,1.0,72.0,40.666666666666664,1.0,7.0,4.166666666666667,0.3333333333333333,8.0,5.111111111111112
00092_00008_01420,0.00285,0.3392,00092,10,11,10.75,18,2,8,0,8,8,8.0,4096,4096,4096.0,5,2,4,3.2,7,2,4,2.5714285714285716,1.0,49.0,56.111111111111114,16.0,128.0,56.111111111111114,0.2222222222222222,0.5,0.4444444444444444,0.0,0.5555555555555556,0.6923076923076923,0.23076923076923078,0.07692307692307693,16,0,0,6,2,0,0.052631578947368474,0.905,0.40977165846673513,0.0,0.9,0.25420134073046696,0.050000000000000044,0.5180722891566265,0.20175999206000794,0.99125,0.99125,0.99125,0.95,0.95,0.95,0.825,0.825,0.825,0.0,1,2,1.125,1,2,1.25,1.6,64.0,30.47407407407407,0.6530612244897959,96.0,31.16540186444949,4.571428571428571,96.0,35.33015873015873,4.571428571428571,96.0,40.737566137566134,0.25,49.0,6.477777777777778,0.25,7.0,1.2333333333333334,0.25,7.0,1.1592592592592592
00092_00008_00864,0.00285,0.7123,00092,12,14,13.5,24,3,8,0,8,8,8.0,2048,2048,2048.0,6,2,4,3.3333333333333335,8,2,4,2.75,1.0,49.0,59.333333333333336,16.0,128.0,59.333333333333336,0.25,0.25,0.4166666666666667,0.0,0.5,0.71875,0.125,0.125,22,0,0,7,1,0,0.040000000000000036,0.9298163527898,0.3815656096379544,0.0,0.854368932038835,0.31460355987055016,0.0,0.5180722891566265,0.12101235712079084,0.988,0.988,0.988,0.96,0.96,0.96,0.7,0.7,0.7,0.1,1,7,1.8,1,2,1.1,1.3333333333333333,64.0,34.05333333333333,0.6530612244897959,96.0,31.992199546485264,4.571428571428571,96.0,43.180952380952384,4.571428571428571,96.0,36.51428571428571,0.16666666666666666,49.0,5.130158730158731,0.16666666666666666,7.0,0.9448412698412699,0.16666666666666666,7.0,1.0420634920634921
00092_00005_02442,0.00285,0.0031,00092,11,13,12.5,24,3,6,0,8,8,8.0,2048,2048,2048.0,6,2,5,3.6666666666666665,8,2,4,2.75,1.0,49.0,56.75,1.0,128.0,56.75,0.25,0.0,0.5,0.0,0.5,0.7666666666666667,0.13333333333333333,0.0,20,0,0,6,0,0,0.19999999999999996,0.8830272546496666,0.46135020889158795,0.1428571428571429,0.7572815533980582,0.33418309486270653,0.04761904761904767,0.6666666666666667,0.2326998711536864,0.994375,0.994375,0.994375,0.95,0.95,0.95,0.8875,0.8875,0.8875,0.0,1,4,1.5555555555555556,1,3,1.3333333333333333,0.3333333333333333,64.0,34.12,0.1,96.0,28.533866213151928,0.2,96.0,34.13095238095238,0.5,96.0,35.22261904761905,0.16666666666666666,49.0,5.866269841269841,0.16666666666666666,7.0,1.2226190476190477,0.16666666666666666,7.0,1.055952380952381
00092_00007_01666,,,00092,10,10,10.0,10,0,5,0,8,8,8.0,272,272,272.0,3,2,4,2.6666666666666665,5,2,2,2.0,1.0,546.0,54.6,17.0,96.0,54.6,0.5,0.0,0.8,0.0,0.2,0.13333333333333333,0.26666666666666666,0.4666666666666667,8,2,0,4,1,0,0.038461538461538436,0.9753167681421754,0.532691731587948,0.0,0.8076923076923077,0.31691503418165107,0.0,0.9491525423728814,0.3178183398522381,0.9975,0.9975,0.9975,0.95,0.95,0.95,0.95,0.95,0.95,0.0,1,5,1.9230769230769231,1,14,3.0,1.3333333333333333,32.0,19.648484848484852,0.05860805860805861,32.0,16.894578754578752,0.41025641025641024,96.0,46.58205128205128,2.4285714285714284,32.0,18.040000000000003,0.5,546.0,110.34333333333333,0.25,78.0,15.896666666666667,0.5,7.0,2.263333333333333
00092_00005_02958,,,00092,9,10,9.75,16,2,8,0,8,8,8.0,4096,4096,4096.0,5,2,6,4.0,7,2,4,2.5714285714285716,1.0,62.0,62.0,16.0,128.0,62.0,0.25,0.25,0.5,0.0,0.5,0.6666666666666666,0.16666666666666666,0.16666666666666666,14,2,0,8,0,0,0.08799999999999997,0.9841269841269842,0.6373144841269842,0.0,0.9841269841269842,0.3363492063492064,0.0,0.8875,0.3602430555555556,0.9995,0.9995,0.9995,0.98,0.98,0.98,0.975,0.975,0.975,0.125,1,62,8.625,1,9,2.0,2.0,85.33333333333333,47.52380952380952,0.5161290322580645,96.0,29.202293906810034,6.4,96.0,37.333333333333336,0.5161290322580645,96.0,44.197849462365596,0.3333333333333333,62.0,9.604166666666668,0.3333333333333333,5.0,1.1666666666666665,0.3333333333333333,62.0,8.229166666666668
00092_00007_01667,0.00285,0.3392,00092,15,17,16.5,28,3,10,0,8,8,8.0,2048,2048,2048.0,6,2,4,3.3333333333333335,8,2,4,2.75,1.0,210.0,60.57142857142857,16.0,128.0,60.57142857142857,0.2857142857142857,0.2,0.42857142857142855,0.0,0.5,0.6578947368421053,0.10526315789473684,0.13157894736842105,24,0,0,9,1,0,0.020408163265306145,0.9277008882462301,0.27497933198921626,0.0,0.5145631067961165,0.06827951234141694,0.0,0.851063829787234,0.24760849375211078,0.9775,0.9775,0.9775,0.55,0.55,0.55,0.95,0.95,0.95,0.08333333333333333,1,2,1.0833333333333333,1,6,1.5,1.0,42.666666666666664,24.778911564625847,0.1523809523809524,96.0,31.386122448979595,1.0666666666666667,96.0,41.904761904761905,4.571428571428571,96.0,37.583673469387755,0.125,210.0,15.811621315192742,0.125,30.0,2.4669501133786853,0.125,7.0,0.8538548752834467
00093_00009_02230,,,00093,13,15,14.5,27,3,6,0,8,8,8.0,8,8,8.0,6,2,4,3.3333333333333335,8,2,4,2.75,1.0,553.0,50.55555555555556,1.0,128.0,50.55555555555556,0.2222222222222222,0.0,0.4444444444444444,0.0,0.5555555555555556,0.7878787878787878,0.06060606060606061,0.12121212121212122,23,2,0,5,1,0,0.040000000000000036,0.9755241902586277,0.4516288687873812,0.040000000000000036,0.6666666666666667,0.22072298431924653,0.0,0.9495798319327731,0.3560379707438531,0.998875,0.998875,0.998875,0.91,0.91,0.91,0.9875,0.9875,0.9875,0.0,1,3,1.3333333333333333,1,14,2.5555555555555554,0.14285714285714285,64.0,25.605860805860804,0.05786618444846293,96.0,25.2535044910291,0.3333333333333333,96.0,35.83988123144241,0.3333333333333333,96.0,29.333686067019404,0.1111111111111111,553.0,42.84688418577307,0.1111111111111111,79.0,6.230217519106407,0.1111111111111111,12.0,1.7487360376249266
00093_00005_02365,0.00285,0.7385,00093,12,14,13.5,26,3,6,0,8,8,8.0,2048,2048,2048.0,6,2,4,3.3333333333333335,8,2,4,2.75,1.0,49.0,63.53846153846154,16.0,128.0,63.53846153846154,0.23076923076923078,0.0,0.38461538461538464,0.0,0.5384615384615384,0.84375,0.0625,0.09375,24,0,0,5,1,0,0.12605042016806722,0.9463095098841969,0.3645895353788797,0.0,0.8349514563106796,0.22139698202186306,0.0,0.6746987951807228,0.21927347710480236,0.9895,0.9895,0.9895,0.9299999999999999,0.9299999999999999,0.9299999999999999,0.85,0.85,0.85,0.0,1,6,1.5555555555555556,1,3,1.3333333333333333,1.1428571428571428,64.0,33.378571428571426,0.6530612244897959,96.0,30.32496741353884,4.571428571428571,96.0,36.07612387612387,4.571428571428571,128.0,45.47472527472529,0.14285714285714285,49.0,5.400824175824176,0.14285714285714285,11.0,1.6732600732600733,0.14285714285714285,7.0,0.8655677655677656
00093_00009_02231,,,00093,10,11,10.75,14,1,5,0,8,8,8.0,2048,2048,2048.0,4,2,4,3.0,6,2,4,2.3333333333333335,1.0,2541.0,40.57142857142857,1.0,128.0,40.57142857142857,0.35714285714285715,0.0,0.42857142857142855,0.0,0.5714285714285714,0.5789473684210527,0.10526315789473684,0.21052631578947367,10,2,0,5,0,0,0.02429629629629626,0.4155464640561075,0.12903282530811772,0.011111111111111072,0.13793103448275867,0.056563889217562384,0.013333333333333308,0.3220338983050848,0.08167839268206972,0.17674999999999996,0.17674999999999996,0.17674999999999996,0.10999999999999999,0.10999999999999999,0.10999999999999999,0.07499999999999996,0.07499999999999996,0.07499999999999996,0.0,1,1,1.0,1,1,1.0,0.25,80.0,22.703333333333333,0.0015741833923652105,96.0,27.583716946833828,0.05194805194805195,96.0,30.369325912183054,0.12121212121212122,96.0,30.18874458874459,0.2,1270.5,184.28333333333333,0.2,38.5,6.069047619047619,0.2,16.5,3.1166666666666667
00093_00008_01695,0.00285,0.3392,00093,9,10,9.75,16,2,7,0,8,8,8.0,4096,4096,4096.0,5,2,4,3.2,7,2,4,2.5714285714285716,1.0,25.0,70.0,16.0,128.0,70.0,0.1875,0.2857142857142857,0.25,0.0,0.5,0.6086956521739131,0.21739130434782608,0.17391304347826086,16,0,0,6,1,0,0.02631578947368418,0.91925,0.1869097182543003,0.0,0.83,0.14901089324618735,0.0,0.525,0.09723535565640826,0.9299999999999999,0.9299999999999999,0.9299999999999999,0.84,0.84,0.84,0.5625,0.5625,0.5625,0.0,1,1,1.0,1,1,1.0,2.0,96.0,65.80952380952381,1.28,96.0,39.93777777777778,6.4,96.0,50.133333333333326,6.4,96.0,50.133333333333326,0.3333333333333333,6.25,1.6041666666666665,0.3333333333333333,1.25,0.6666666666666666,0.3333333333333333,2.0,0.7291666666666666
00093_00007_01596,0.00285,0.3392,00093,12,14,13.5,22,3,10,0,8,8,8.0,2048,2048,2048.0,6,2,4,3.3333333333333335,8,2,4,2.75,1.0,329.0,66.0,16.0,128.0,66.0,0.36363636363636365,0.2,0.36363636363636365,0.0,0.6363636363636364,0.78125,0.0625,0.15625,20,0,0,9,1,0,0.030303030303030276,0.9711565651805071,0.2775196095276017,0.02941176470588236,0.6699029126213591,0.16697669136112833,0.0,0.912621359223301,0.18411842262974953,0.982,0.982,0.982,0.8200000000000001,0.8200000000000001,0.8200000000000001,0.9,0.9,0.9,0.0,1,3,1.2222222222222223,1,9,1.8888888888888888,1.6,85.33333333333333,60.90833333333333,0.23404255319148937,97.0,39.31703417150225,1.6382978723404256,97.0,44.021663442940046,6.4,97.0,44.872727272727275,0.2,329.0,31.142424242424248,0.2,47.0,4.718181818181818,0.2,7.0,1.0818181818181818
00093_00006_00097,0.00285,0.3392,00093,8,8,8.0,6,0,5,0,8,8,8.0,1536,1536,1536.0,3,2,4,2.6666666666666665,5,2,2,2.0,1.0,16.0,48.0,16.0,96.0,48.0,0.16666666666666666,0.4,0.3333333333333333,0.0,0.3333333333333333,0.18181818181818182,0.6363636363636364,0.18181818181818182,4,2,0,5,0,0,0.014084507042253502,0.76875,0.20406004755487728,0.0,0.75,0.16666666666666666,0.014084507042253502,0.10126582278481011,0.04989338088821059,0.78125,0.78125,0.78125,0.75,0.75,0.75,0.125,0.125,0.125,0.0,1,1,1.0,1,1,1.0,2.0,32.0,20.857142857142858,1.0,48.0,27.0,1.0,48.0,27.0,16.0,96.0,48.0,0.6666666666666666,8.0,3.222222222222222,0.6666666666666666,8.0,3.222222222222222,0.3333333333333333,1.0,0.611111111111111
00094_00006_00098,0.00285,0.7082,00094,11,12,11.75,12,1,8,0,8,8,8.0,2048,2048,2048.0,4,2,4,3.0,6,2,4,2.3333333333333335,1.0,651.0,57.333333333333336,16.0,128.0,57.333333333333336,0.5,0.25,0.3333333333333333,0.0,0.6666666666666666,0.55,0.1,0.35,10,2,0,7,1,0,0.1428571428571429,0.9768938768773725,0.5709505667811494,0.0,0.952054794520548,0.2951837355946945,0.0,0.975,0.3877342704149933,0.999375,0.999375,0.999375,0.95,0.95,0.95,0.9875,0.9875,0.9875,0.0,1,16,3.5,1,2,1.1666666666666667,1.6,64.0,28.2,0.04915514592933948,96.0,39.96671104284007,4.571428571428571,96.0,43.51746031746031,0.34408602150537637,96.0,42.81290322580645,0.25,651.0,109.28888888888889,0.25,7.0,1.5222222222222221,0.25,93.0,15.855555555555554
00094_00008_01340,0.00285,0.3392,00094,8,9,8.75,10,1,5,0,8,8,8.0,2048,2048,2048.0,4,2,4,3.0,6,2,4,2.3333333333333335,1.0,25.0,62.4,16.0,128.0,62.4,0.3,0.0,0.4,0.0,0.6,0.7333333333333333,0.13333333333333333,0.13333333333333333,10,0,0,5,0,0,0.025974025974025983,0.4205,0.12539951853066608,0.0,0.39,0.10129933211900427,0.013513513513513487,0.050000000000000044,0.028775008775008763,0.46162499999999995,0.46162499999999995,0.46162499999999995,0.41000000000000003,0.41000000000000003,0.41000000000000003,0.08750000000000002,0.08750000000000002,0.08750000000000002,0.0,1,1,1.0,1,1,1.0,2.0,85.33333333333333,41.22222222222222,1.28,96.0,33.550222222222224,6.4,96.0,36.906666666666666,6.4,96.0,51.30666666666666,0.3333333333333333,6.25,1.5833333333333335,0.3333333333333333,2.0,0.9333333333333333,0.3333333333333333,1.25,0.6333333333333333
00094_00007_01683,0.00285,0.7359,00094,12,14,13.5,24,3,8,0,8,8,8.0,2048,2048,2048.0,6,2,5,3.6666666666666665,8,2,4,2.75,1.0,49.0,60.5,16.0,128.0,60.5,0.25,0.25,0.4166666666666667,0.0,0.5,0.78125,0.125,0.09375,24,0,0,7,1,0,0.020408163265306145,0.7660545092993333,0.2609906638122157,0.0,0.5145631067961165,0.08081851152664798,0.0,0.5180722891566265,0.21074662285505658,0.9425,0.9425,0.9425,0.54,0.54,0.54,0.875,0.875,0.875,0.1,1,2,1.1,1,2,1.2,1.3333333333333333,64.0,38.45333333333333,1.2653061224489797,96.0,31.37655328798186,6.4,96.0,41.53809523809523,6.4,96.0,36.87142857142857,0.16666666666666666,49.0,5.130158730158731,0.16666666666666666,7.0,0.9865079365079366,0.16666666666666666,7.0,1.0003968253968252
00094_00008_00425,0.00285,0.3392,00094,9,10,9.75,16,2,8,0,8,8,8.0,4096,4096,4096.0,5,2,5,3.6,7,2,4,2.5714285714285716,1.0,126.0,62.0,16.0,128.0,62.0,0.375,0.25,0.375,0.0,0.625,0.6666666666666666,0.25,0.08333333333333333,16,0,0,8,0,0,0.10526315789473684,0.9558693733451015,0.5891262356044136,0.0,0.95,0.4889274156264448,0.050000000000000044,0.7727272727272727,0.2139008394426351,0.997875,0.997875,0.997875,0.99,0.99,0.99,0.7875,0.7875,0.7875,0.0,1,5,1.5714285714285714,1,4,1.4285714285714286,2.0,85.33333333333333,47.52380952380952,0.25396825396825395,96.0,39.96952380952381,1.7777777777777777,96.0,44.355555555555554,4.571428571428571,96.0,44.7047619047619,0.3333333333333333,126.0,17.041666666666664,0.3333333333333333,18.0,2.7291666666666665,0.3333333333333333,7.0,1.3541666666666665
00094_00005_02954,0.00285,0.6267,00094,8,9,8.75,12,1,3,0,8,8,8.0,2048,2048,2048.0,4,2,4,3.0,6,2,4,2.3333333333333335,1.0,49.0,68.0,16.0,128.0,68.0,0.25,0.0,0.3333333333333333,0.0,0.6666666666666666,0.8666666666666667,0.0,0.0,12,0,0,3,0,0,0.28888888888888886,0.984,0.649221923291873,0.19999999999999996,0.92,0.5146370781322238,0.11111111111111116,0.8,0.43690954293363937,0.996,0.996,0.996,0.96,0.96,0.96,0.9,0.9,0.9,0.0,1,2,1.2857142857142858,1,2,1.2857142857142858,1.6,64.0,36.2,0.6530612244897959,96.0,50.73402872260015,4.571428571428571,96.0,54.184126984126976,4.571428571428571,96.0,54.184126984126976,0.25,49.0,8.955555555555554,0.25,7.0,1.5222222222222221,0.25,7.0,1.5222222222222221
00094_00009_02160,,,00094,9,10,9.75,12,1,5,0,8,8,8.0,2048,2048,2048.0,4,2,4,3.0,6,2,4,2.3333333333333335,1.0,287.0,48.166666666666664,1.0,128.0,48.166666666666664,0.25,0.4,0.5,0.0,0.3333333333333333,0.4117647058823529,0.35294117647058826,0.23529411764705882,8,4,0,5,0,0,0.0,0.9951807228915662,0.6632953906355202,0.0,0.9666666666666667,0.39230769230769236,0.0,0.8554216867469879,0.4708538295192604,0.999875,0.999875,0.999875,0.99,0.99,0.99,0.9875,0.9875,0.9875,0.15384615384615385,1,25,4.6923076923076925,1,7,2.230769230769231,0.3333333333333333,64.0,22.28333333333333,0.027874564459930314,96.0,24.046497612595175,0.5,96.0,27.029365079365082,0.1951219512195122,96.0,37.62140921409214,0.25,287.0,48.84444444444444,0.25,7.0,1.7444444444444445,0.25,41.0,7.188888888888889
00094_00009_01835,,,00094,8,9,8.75,14,2,8,0,8,8,8.0,4096,4096,4096.0,5,2,5,3.6,7,2,4,2.5714285714285716,1.0,25.0,66.28571428571429,16.0,128.0,66.28571428571429,0.42857142857142855,0.25,0.42857142857142855,0.0,0.5714285714285714,0.7272727272727273,0.09090909090909091,0.09090909090909091,12,2,0,8,0,0,0.01098901098901095,0.17200000000000004,0.06634095448674647,0.010869565217391353,0.07999999999999996,0.02873304059639462,0.0,0.09999999999999998,0.03933580530008412,0.20125000000000004,0.20125000000000004,0.20125000000000004,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.11250000000000004,0.11250000000000004,0.11250000000000004,0.0,1,1,1.0,1,1,1.0,2.6666666666666665,128.0,90.13333333333334,1.28,96.0,32.50031746031746,6.4,96.0,37.86666666666667,6.4,96.0,43.58095238095238,0.5,24.0,5.333333333333334,0.5,12.0,2.380952380952381,0.5,2.0,0.9523809523809524
00094_00008_00941,0.00285,0.6669,00094,9,10,9.75,10,1,6,0,8,8,8.0,2048,2048,2048.0,4,2,4,3.0,6,2,4,2.3333333333333335,1.0,25.0,61.0,16.0,128.0,61.0,0.4,0.0,0.4,0.0,0.6,0.5625,0.25,0.1875,6,4,0,5,1,0,0.040000000000000036,0.7058823529411764,0.24550051431944012,0.0,0.31999999999999995,0.07416745828766287,0.0,0.7058823529411764,0.17486877828054298,0.796,0.796,0.796,0.31999999999999995,0.31999999999999995,0.31999999999999995,0.7,0.7,0.7,0.0,1,1,1.0,1,3,1.4,2.0,85.33333333333333,40.05555555555555,1.28,96.0,29.640222222222224,4.45,96.0,32.99666666666666,6.4,96.0,49.90666666666666,0.3333333333333333,10.0,3.183333333333333,0.3333333333333333,10.0,2.533333333333333,0.3333333333333333,1.25,0.6333333333333333
00094_00008_02164,,,00094,12,13,12.75,12,1,10,0,8,8,8.0,2048,2048,2048.0,4,2,4,3.0,6,2,4,2.3333333333333335,1.0,25.0,70.33333333333333,16.0,128.0,70.33333333333333,0.3333333333333333,0.4,0.5,0.0,0.5,0.4090909090909091,0.13636363636363635,0.45454545454545453,10,2,0,10,0,0,0.021276595744680882,0.765,0.25359085821452165,0.0,0.6666666666666667,0.13990861574938446,0.0,0.75,0.12255116959064327,0.946,0.946,0.946,0.76,0.76,0.76,0.775,0.775,0.775,0.125,1,3,1.25,1,1,1.0,1.6,64.0,37.36666666666666,1.28,96.0,32.958518518518524,6.4,110.0,61.08888888888888,6.4,96.0,35.75555555555555,0.25,5.0,1.3444444444444443,0.25,1.0,0.5222222222222223,0.25,1.6666666666666667,0.911111111111111
00094_00005_02503,0.00285,0.73735,00094,13,15,14.5,26,3,9,0,8,8,8.0,2048,2048,2048.0,6,2,5,3.6666666666666665,8,2,4,2.75,1.0,91.0,62.15384615384615,16.0,128.0,62.15384615384615,0.2692307692307692,0.2222222222222222,0.38461538461538464,0.0,0.46153846153846156,0.7142857142857143,0.05714285714285714,0.22857142857142856,26,0,0,9,0,0,0.030303030303030276,0.9680851063829787,0.3267309900868438,0.0,0.679245283018868,0.08942686980512725,0.0,0.9680851063829787,0.24638229142286072,0.99275,0.99275,0.99275,0.71,0.71,0.71,0.975,0.975,0.975,0.08695652173913043,1,3,1.173913043478261,1,31,3.608695652173913,1.1428571428571428,51.2,29.51746031746032,0.3516483516483517,96.0,33.27978767303829,1.032258064516129,96.0,44.861822048918825,2.4615384615384617,96.0,39.697041420118346,0.14285714285714285,91.0,8.96492673992674,0.14285714285714285,15.5,2.00018315018315,0.14285714285714285,13.0,1.352747252747253
00094_00009_01861,0.00285,0.5598,00094,8,8,8.0,6,0,5,0,8,8,8.0,1536,1536,1536.0,3,2,4,2.6666666666666665,5,2,2,2.0,1.0,49.0,45.0,7.0,96.0,45.0,0.8333333333333334,0.0,0.3333333333333333,0.0,0.3333333333333333,0.36363636363636365,0.0,0.45454545454545453,6,0,0,4,1,0,0.023255813953488413,0.9064218037197334,0.3877351732653617,0.023255813953488413,0.5145631067961165,0.16404751342506385,0.0,0.8072289156626506,0.3367916108879964,0.9685,0.9685,0.9685,0.5800000000000001,0.5800000000000001,0.5800000000000001,0.925,0.925,0.925,0.0,1,2,1.2222222222222223,1,5,1.8888888888888888,2.0,32.0,16.0,0.14285714285714285,48.0,26.71428571428571,1.0,96.0,43.0,1.0,48.0,27.0,0.5,49.0,16.72222222222222,0.3333333333333333,7.0,2.611111111111111,0.5,7.0,2.722222222222222
00094_00009_02162,,,00094,11,13,12.5,24,3,6,0,8,8,8.0,2048,2048,2048.0,6,2,5,3.6666666666666665,8,2,4,2.75,1.0,133.0,59.75,16.0,128.0,59.75,0.25,0.0,0.3333333333333333,0.0,0.5833333333333334,0.8333333333333334,0.03333333333333333,0.06666666666666667,22,2,0,6,0,0,0.10588235294117643,0.9248369625290151,0.3342236635675231,0.05882352941176472,0.8440366972477065,0.27796169499910056,0.02631578947368418,0.5675675675675675,0.12925528846977802,0.963,0.963,0.963,0.92,0.92,0.92,0.5375,0.5375,0.5375,0.0,1,6,1.75,1,2,1.125,1.3333333333333333,64.0,34.55333333333333,0.24060150375939848,96.0,33.041161236424394,4.571428571428571,96.0,39.59761904761904,1.6842105263157894,96.0,39.35701754385965,0.16666666666666666,133.0,12.11626984126984,0.16666666666666666,7.0,0.9726190476190476,0.16666666666666666,19.0,1.972619047619048
00096_00006_00101,,,00096,10,11,10.75,14,1,4,0,8,8,8.0,2048,2048,2048.0,4,2,4,3.0,6,2,4,2.3333333333333335,1.0,49.0,49.285714285714285,1.0,128.0,49.285714285714285,0.2857142857142857,0.0,0.5714285714285714,0.0,0.42857142857142855,0.6111111111111112,0.1111111111111111,0.2777777777777778,12,2,0,4,0,0,0.2857142857142857,0.9636363636363636,0.6403886907845672,0.0,0.5192307692307692,0.23759730420135652,0.0,0.9636363636363636,0.4691736643543873,0.997375,0.997375,0.997375,0.79,0.79,0.79,0.9875,0.9875,0.9875,0.16666666666666666,1,2,1.3333333333333333,1,32,6.333333333333333,0.25,51.2,21.303333333333335,0.6530612244897959,96.0,19.086310333657273,1.0,96.0,33.01496598639456,1.0,96.0,26.47210884353741,0.2,49.0,10.021428571428572,0.2,16.0,3.5214285714285714,0.2,7.0,1.4976190476190474
00096_00009_01667,0.00285,0.5236,00096,10,10,10.0,7,0,8,0,8,8,8.0,1024,1024,1024.0,3,2,4,2.6666666666666665,5,2,2,2.0,1.0,126.0,47.714285714285715,14.0,128.0,47.714285714285715,0.5714285714285714,0.5,0.2857142857142857,0.0,0.42857142857142855,0.2,0.6666666666666666,0.13333333333333333,6,0,0,8,0,0,0.07692307692307687,0.9558693733451015,0.3981505935632148,0.0,0.8058252427184466,0.2676375404530744,0.07692307692307687,0.7727272727272727,0.28096024346024345,0.9965,0.9965,0.9965,0.96,0.96,0.96,0.9125,0.9125,0.9125,0.0,1,5,1.6666666666666667,1,4,1.5,1.6,32.0,16.45,0.1111111111111111,128.0,35.6031746031746,0.7777777777777778,128.0,35.79365079365079,2.0,128.0,44.285714285714285,0.25,126.0,36.36904761904762,0.25,18.0,5.511904761904762,0.25,7.0,2.273809523809524
00096_00007_01515,0.00285,0.3854,00096,10,11,10.75,12,1,7,0,8,8,8.0,2048,2048,2048.0,4,2,4,3.0,6,2,4,2.3333333333333335,1.0,870.0,51.5,4.0,128.0,51.5,0.4166666666666667,0.2857142857142857,0.3333333333333333,0.0,0.6666666666666666,0.6842105263157895,0.10526315789473684,0.21052631578947367,12,0,0,7,0,0,0.16666666666666663,0.953962703962704,0.4758053926638507,0.0,0.951048951048951,0.2854721036539218,0.0,0.8481012658227848,0.20931178526115238,0.993125,0.993125,0.993125,0.95,0.95,0.95,0.8625,0.8625,0.8625,0.0,1,15,3.5454545454545454,1,1,1.0,1.3333333333333333,104.0,36.65833333333333,0.11954022988505747,96.0,22.145108556832696,4.0,96.0,26.65555555555555,1.1954022988505748,96.0,25.12145593869732,0.25,870.0,145.78888888888886,0.25,10.0,2.022222222222222,0.25,87.0,14.855555555555556
