,initial_accuracy,final_accuracy,genealogy,net_depth_min,net_depth_max,net_depth_avg,num_conv_layers,num_inception_modules,num_pooling_layers,num_IP_layers,min_IP_neurons,max_IP_neurons,avg_IP_neurons,min_IP_weights,max_IP_weights,avg_IP_weights,num_splits,min_split_width,max_split_width,avg_split_width,num_concats,min_concat_width,max_concat_width,avg_concat_width,min_conv_ker_area,max_conv_ker_area,avg_conv_ker_area,num_conv_features,num_conv_features,avg_num_conv_features,prop_conv_into_pool,prop_pool_into_pool,prop_padded_conv,prop_same_padded_conv,prop_1x1_conv,prop_square_kernels,prop_horiz_kernels,prop_vert_kernels,num_relu,num_sigmoid,num_tanh,num_max_pool,num_avg_pool,num_stochastic_pool,min_grid_reduction_area_consecutive,max_grid_reduction_area_consecutive,avg_grid_reduction_area_consecutive,min_grid_reduction_height_consecutive,max_grid_reduction_height_consecutive,avg_grid_reduction_height_consecutive,min_grid_reduction_width_consecutive,max_grid_reduction_width_consecutive,avg_grid_reduction_width_consecutive,min_grid_reduction_area_total,max_grid_reduction_area_total,avg_grid_reduction_area_total,min_grid_reduction_height_total,max_grid_reduction_height_total,avg_grid_reduction_height_total,min_grid_reduction_width_total,max_grid_reduction_width_total,avg_grid_reduction_width_total,prop_nonoverlapping,min_stride_h,max_stride_h,avg_stride_h,min_stride_w,max_stride_w,avg_stride_w,min_ratio_features_to_depth,max_ratio_features_to_depth,avg_ratio_features_to_depth,min_ratio_features_to_kerArea,max_ratio_features_to_kerArea,avg_ratio_features_to_kerArea,min_ratio_features_to_kerWidth,max_ratio_features_to_kerWidth,avg_ratio_features_to_kerWidth,min_ratio_features_to_kerHeight,max_ratio_features_to_kerHeight,avg_ratio_features_to_kerHeight,min_ratio_kerArea_to_depth,max_ratio_kerArea_to_depth,avg_ratio_kerArea_to_depth,min_ratio_kerWidth_to_depth,max_ratio_kerWidth_to_depth,avg_ratio_kerWidth_to_depth,min_ratio_kerHeight_to_depth,max_ratio_kerHeight_to_depth,avg_ratio_kerHeight_to_depth
00054_00008_01527,0.00285,0.3392,00054,8,8,8.0,10,0,1,0,8,8,8.0,16,16,16.0,3,2,4,2.6666666666666665,5,2,2,2.0,1.0,2201.0,57.8,1.0,128.0,57.8,0.1,0.0,0.4,0.0,0.4,0.36363636363636365,0.36363636363636365,0.2727272727272727,6,0,0,0,1,0,0.16666666666666663,0.9990643274853801,0.5473517126148705,0.0,0.9851851851851852,0.3529100529100529,0.0,0.9368421052631579,0.45814536340852124,0.99925,0.99925,0.99925,0.98,0.98,0.98,0.9625,0.9625,0.9625,0.0,1,58,17.285714285714285,1,14,5.0,0.2,64.0,24.24848484848485,0.014538845979100408,128.0,43.86957443586249,0.3333333333333333,128.0,44.073118279569904,0.4507042253521127,128.0,51.490140845070414,0.3333333333333333,2201.0,440.5866666666667,0.3333333333333333,31.0,6.586666666666668,0.2,71.0,14.456666666666667
00054_00006_00058,0.00285,0.0031,00054,10,11,10.75,10,1,8,0,8,8,8.0,2048,2048,2048.0,4,2,4,3.0,6,2,4,2.3333333333333335,1.0,49.0,55.2,1.0,128.0,55.2,0.8,0.0,0.6,0.0,0.4,0.5,0.1111111111111111,0.2777777777777778,8,0,0,8,0,0,0.04166666666666663,0.7660545092993333,0.34443686334067664,0.040000000000000036,0.5145631067961165,0.19685649923377999,0.0,0.625,0.19127223178427993,0.96325,0.96325,0.96325,0.79,0.79,0.79,0.825,0.825,0.825,0.0,1,2,1.2857142857142858,1,2,1.1428571428571428,0.5,91.0,45.05555555555555,0.3333333333333333,96.0,22.788317460317458,1.0,96.0,28.506666666666668,0.3333333333333333,96.0,28.373333333333335,0.3333333333333333,49.0,11.083333333333334,0.3333333333333333,7.0,1.8333333333333335,0.3333333333333333,7.0,2.0333333333333337
00054_00006_02906,0.00285,0.7217,00054,12,14,13.5,24,3,8,0,8,8,8.0,2048,2048,2048.0,6,2,4,3.3333333333333335,8,2,4,2.75,1.0,924.0,64.66666666666667,16.0,128.0,64.66666666666667,0.25,0.25,0.3333333333333333,0.0,0.5,0.65625,0.28125,0.0625,22,0,0,7,1,0,0.09999999999999998,0.9818181818181818,0.3689953102453102,0.0,0.8181818181818181,0.24967532467532466,0.0,0.9,0.2087301587301587,0.995625,0.995625,0.995625,0.95,0.95,0.95,0.9125,0.9125,0.9125,0.0,1,5,1.4,1,8,1.7,1.3333333333333333,64.0,40.45333333333333,0.03463203463203463,96.0,35.940663780663776,0.7619047619047619,96.0,40.196825396825396,1.4545454545454546,96.0,48.25454545454545,0.16666666666666666,924.0,78.01904761904761,0.16666666666666666,42.0,3.9309523809523803,0.16666666666666666,22.0,2.1948412698412696
00054_00007_00952,0.00285,0.3392,00054,7,8,7.75,16,2,4,0,8,8,8.0,4096,4096,4096.0,5,2,4,3.2,7,2,4,2.5714285714285716,1.0,49.0,66.875,16.0,128.0,66.875,0.25,0.0,0.5,0.0,0.5,0.8,0.1,0.1,16,0,0,4,0,0,0.5,0.9333333333333333,0.7400600979971667,0.0,0.92,0.47399137001078745,0.050000000000000044,0.9333333333333333,0.4002342704149933,0.99925,0.99925,0.99925,0.98,0.98,0.98,0.9625,0.9625,0.9625,0.0,1,4,1.5,1,15,3.5,2.0,85.33333333333333,58.666666666666664,1.28,96.0,28.86890022675737,6.0,96.0,34.15119047619048,6.4,96.0,45.40119047619048,0.3333333333333333,49.0,8.354166666666668,0.3333333333333333,8.0,2.2916666666666665,0.3333333333333333,7.0,1.3541666666666665
00056_00006_00060,,,00056,15,17,16.5,28,3,10,0,8,8,8.0,2048,2048,2048.0,6,2,4,3.3333333333333335,8,2,4,2.75,1.0,91.0,62.857142857142854,16.0,128.0,62.857142857142854,0.2857142857142857,0.2,0.42857142857142855,0.0,0.5714285714285714,0.6578947368421053,0.15789473684210525,0.13157894736842105,24,2,0,9,1,0,0.0714285714285714,0.8454194135030688,0.2409320506856793,0.02941176470588236,0.679245283018868,0.17498535500755258,0.0,0.5180722891566265,0.10425639093250716,0.9545,0.9545,0.9545,0.86,0.86,0.86,0.675,0.675,0.675,0.0,1,3,1.2727272727272727,1,2,1.0909090909090908,1.0,42.666666666666664,24.626530612244895,0.3516483516483517,128.0,36.32552590266876,4.571428571428571,128.0,41.96462585034014,2.4615384615384617,128.0,42.77990580847724,0.125,91.0,8.240192743764172,0.125,7.0,0.8717120181405896,0.125,13.0,1.526473922902494
00056_00007_01266,0.00285,0.4554,00056,13,15,14.5,24,3,10,0,8,8,8.0,2048,2048,2048.0,6,2,5,3.6666666666666665,8,2,4,2.75,1.0,231.0,65.91666666666667,16.0,128.0,65.91666666666667,0.3333333333333333,0.2,0.3333333333333333,0.0,0.6666666666666666,0.7352941176470589,0.11764705882352941,0.14705882352941177,22,0,0,9,1,0,0.025000000000000022,0.9797734627831716,0.3961784584505399,0.0,0.5145631067961165,0.10122154575150077,0.0,0.9583333333333334,0.3564814814814815,0.99025,0.99025,0.99025,0.61,0.61,0.61,0.975,0.975,0.975,0.0,1,2,1.1111111111111112,1,20,3.111111111111111,1.3333333333333333,64.0,40.25333333333333,0.09956709956709957,120.0,45.94607503607504,0.696969696969697,120.0,50.19141414141415,3.2857142857142856,120.0,50.40714285714285,0.16666666666666666,231.0,20.199603174603173,0.16666666666666666,33.0,3.111507936507936,0.16666666666666666,7.0,0.9448412698412699
00059_00006_00063,0.00285,0.3392,00059,10,10,10.0,11,0,4,0,8,8,8.0,1024,1024,1024.0,3,2,4,2.6666666666666665,5,2,2,2.0,1.0,49.0,40.90909090909091,18.0,128.0,40.90909090909091,0.36363636363636365,0.0,0.6363636363636364,0.0,0.36363636363636365,0.4,0.13333333333333333,0.3333333333333333,8,0,0,4,0,0,0.05882352941176472,0.97192654111592,0.45644646784425524,0.04761904761904767,0.8058252427184466,0.25044999186091493,0.0,0.9,0.35084802017989314,0.999,0.999,0.999,0.92,0.92,0.92,0.9875,0.9875,0.9875,0.0,1,5,1.8181818181818181,1,7,2.090909090909091,1.1428571428571428,43.0,15.700793650793651,0.8775510204081632,42.666666666666664,15.962585034013607,6.142857142857143,128.0,28.57142857142857,4.5,42.666666666666664,18.662337662337663,0.2,49.0,9.80909090909091,0.16666666666666666,7.0,1.6272727272727272,0.2,7.0,1.8090909090909089
00060_00007_01734,,,00060,10,11,10.75,12,1,6,0,8,8,8.0,2048,2048,2048.0,4,2,4,3.0,6,2,4,2.3333333333333335,1.0,49.0,66.5,16.0,128.0,66.5,0.5,0.0,0.6666666666666666,0.0,0.3333333333333333,0.7222222222222222,0.05555555555555555,0.1111111111111111,8,0,0,5,1,0,0.04552590266875978,0.9215686274509804,0.3748716534931469,0.020408163265306145,0.7647058823529411,0.23916799813045692,0.02564102564102566,0.6666666666666667,0.2573936104056586,0.984875,0.984875,0.984875,0.89,0.89,0.89,0.8625,0.8625,0.8625,0.0,1,4,1.5714285714285714,1,3,1.4285714285714286,1.6,64.0,35.45,0.6530612244897959,96.0,21.115973167044594,4.571428571428571,96.0,32.350793650793655,4.571428571428571,96.0,29.32996031746032,0.25,49.0,10.9,0.25,7.0,1.8,0.25,7.0,2.077777777777778
00060_00006_00064,0.00285,0.6145,00060,12,13,12.75,14,1,8,0,8,8,8.0,2048,2048,2048.0,4,2,4,3.0,6,2,4,2.3333333333333335,1.0,25.0,64.14285714285714,16.0,128.0,64.14285714285714,0.42857142857142855,0.0,0.42857142857142855,0.0,0.42857142857142855,0.45454545454545453,0.36363636363636365,0.18181818181818182,10,2,0,7,1,0,0.013513513513513487,0.371,0.07269595249961411,0.0,0.31999999999999995,0.04927431691808338,0.0,0.07499999999999996,0.026553087292523897,0.4225,0.4225,0.4225,0.33999999999999997,0.33999999999999997,0.33999999999999997,0.125,0.125,0.125,0.0,1,1,1.0,1,1,1.0,1.3333333333333333,51.2,29.70333333333333,1.28,96.0,31.797777777777775,6.4,96.0,34.19523809523809,6.4,96.0,56.219047619047615,0.2,4.166666666666667,1.1523809523809523,0.2,1.5,0.8428571428571429,0.2,1.0,0.45
00060_00007_01735,0.00285,0.2036,00060,6,6,6.0,4,0,4,0,8,8,8.0,1440,1440,1440.0,3,2,4,2.6666666666666665,5,2,2,2.0,1.0,8.0,67.5,45.0,90.0,67.5,0.5,0.0,0.5,0.0,0.5,0.25,0.25,0.5,4,0,0,4,0,0,0.022727272727272707,0.8695652173913043,0.509764163372859,0.0,0.56,0.19424242424242424,0.0,0.8695652173913043,0.3481884057971015,0.9505,0.9505,0.9505,0.56,0.56,0.56,0.8875,0.8875,0.8875,0.3333333333333333,1,1,1.0,1,8,3.3333333333333335,2.6666666666666665,45.0,36.53333333333333,5.625,90.0,47.8125,5.625,90.0,47.8125,45.0,90.0,67.5,0.5,8.0,4.25,0.5,8.0,4.25,0.5,1.0,0.75
00061_00004_02008,0.00285,0.3392,00061,11,13,12.5,23,3,7,0,8,8,8.0,1024,1024,1024.0,6,2,4,3.3333333333333335,8,2,4,2.75,1.0,56.0,64.26086956521739,16.0,128.0,64.26086956521739,0.30434782608695654,0.0,0.4782608695652174,0.0,0.5217391304347826,0.7,0.13333333333333333,0.1,22,0,0,7,0,0,0.045454545454545414,0.7660545092993333,0.2661778804179529,0.0,0.5145631067961165,0.1559555644083838,0.0,0.5180722891566265,0.14406211331303004,0.9425,0.9425,0.9425,0.77,0.77,0.77,0.75,0.75,0.75,0.0,1,2,1.2222222222222223,1,2,1.1111111111111112,1.3333333333333333,85.33333333333333,45.73333333333333,0.48214285714285715,96.0,32.20888198757764,3.375,96.0,44.95434782608695,3.857142857142857,96.0,37.11221532091097,0.2,56.0,6.285300207039339,0.2,8.0,1.1341614906832296,0.2,7.0,1.1962732919254657
00061_00007_01175,0.00285,0.3392,00061,6,6,6.0,4,0,4,0,8,8,8.0,144,144,144.0,3,2,4,2.6666666666666665,5,2,2,2.0,86.0,686.0,20.5,9.0,32.0,20.5,0.5,0.5,1.0,0.0,0.0,0.0,0.25,0.75,4,0,0,4,0,0,0.5,0.9804623901009443,0.6678798251675124,0.0,0.9594594594594594,0.5315315315315315,0.0,0.524390243902439,0.2606156332647664,0.97075,0.97075,0.97075,0.94,0.94,0.94,0.5125,0.5125,0.5125,0.0,1,17,5.0,1,2,1.25,2.6666666666666665,32.0,15.133333333333331,0.04664723032069971,0.10465116279069768,0.0756491965556987,0.10465116279069768,4.571428571428571,2.3380398671096345,0.32653061224489793,9.0,4.663265306122449,43.0,686.0,364.5,7.0,43.0,25.0,0.5,98.0,49.25
00061_00005_02976,0.00285,0.7485,00061,11,12,11.75,18,2,9,0,8,8,8.0,4096,4096,4096.0,5,2,5,3.6,7,2,4,2.5714285714285716,1.0,49.0,69.11111111111111,16.0,128.0,69.11111111111111,0.3888888888888889,0.2222222222222222,0.4444444444444444,0.0,0.5555555555555556,0.7407407407407407,0.07407407407407407,0.07407407407407407,16,2,0,9,0,0,0.05555555555555558,0.7660545092993333,0.30060727059965014,0.0,0.76,0.24205792937945989,0.0,0.5180722891566265,0.09384128694281343,0.9595,0.9595,0.9595,0.91,0.91,0.91,0.55,0.55,0.55,0.0,1,4,1.4705882352941178,1,2,1.1176470588235294,1.6,97.0,49.84444444444445,1.28,96.0,33.96464600655077,6.4,96.0,47.547089947089944,6.4,96.0,39.01375661375661,0.25,49.0,6.551851851851851,0.25,7.0,1.1592592592592592,0.25,7.0,1.3074074074074074
00061_00006_01289,0.00285,0.0031,00061,12,14,13.5,24,3,9,0,8,8,8.0,2048,2048,2048.0,6,2,4,3.3333333333333335,8,2,4,2.75,1.0,70.0,57.833333333333336,14.0,128.0,57.833333333333336,0.2916666666666667,0.2222222222222222,0.4166666666666667,0.0,0.5,0.7575757575757576,0.12121212121212122,0.12121212121212122,24,0,0,9,0,0,0.08799999999999997,0.9851851851851852,0.47077793008696095,0.0,0.9259259259259259,0.2775068920052739,0.0,0.8,0.32519055815097125,0.998875,0.998875,0.998875,0.97,0.97,0.97,0.9625,0.9625,0.9625,0.09523809523809523,1,14,2.3333333333333335,1,5,1.4761904761904763,1.3333333333333333,64.0,32.25333333333333,0.2,96.0,32.008866213151926,2.8,96.0,36.74761904761905,1.0,96.0,40.59761904761905,0.16666666666666666,49.0,7.935714285714286,0.16666666666666666,7.0,1.1392857142857145,0.16666666666666666,7.0,1.4865079365079366
00061_00006_00065,,,00061,11,13,12.5,22,3,8,0,8,8,8.0,2048,2048,2048.0,6,2,4,3.3333333333333335,8,2,4,2.75,1.0,25.0,56.72727272727273,1.0,128.0,56.72727272727273,0.2727272727272727,0.0,0.36363636363636365,0.0,0.6363636363636364,0.7666666666666667,0.06666666666666667,0.13333333333333333,20,2,0,7,1,0,0.010869565217391353,0.9210526315789473,0.2156409712691942,0.010869565217391353,0.8421052631578947,0.14552619140407325,0.0,0.5,0.12785381524605663,0.949375,0.949375,0.949375,0.85,0.85,0.85,0.6625,0.6625,0.6625,0.0,1,6,1.625,1,2,1.125,0.3333333333333333,128.0,58.03333333333334,0.05,96.0,36.93666666666666,0.5,96.0,41.554545454545455,0.1,96.0,41.51818181818181,0.2,8.333333333333334,2.0515151515151517,0.2,1.6666666666666667,0.6575757575757575,0.2,2.5,0.8393939393939395
00061_00008_01549,0.00285,0.57465,00061,7,7,7.0,2,0,8,0,8,8,8.0,512,512,512.0,3,2,4,2.6666666666666665,5,2,2,2.0,21.0,21.0,32.0,32.0,32.0,32.0,1.0,0.5,1.0,0.0,0.0,0.2,0.2,0.6,2,0,0,8,0,0,0.01041666666666663,0.9534883720930233,0.24095628314973477,0.0,0.09473684210526312,0.04065860873113014,0.0,0.9534883720930233,0.2006976744186047,0.952,0.952,0.952,0.040000000000000036,0.040000000000000036,0.040000000000000036,0.95,0.95,0.95,0.2,1,1,1.0,1,21,5.0,4.0,32.0,22.666666666666668,1.5238095238095237,1.5238095238095237,1.5238095238095237,1.5238095238095237,1.5238095238095237,1.5238095238095237,32.0,32.0,32.0,21.0,21.0,21.0,21.0,21.0,21.0,1.0,1.0,1.0
00061_00008_00888,0.00285,0.3759,00061,8,8,8.0,4,0,7,0,8,8,8.0,1536,1536,1536.0,3,2,4,2.6666666666666665,5,2,2,2.0,2.0,1904.0,64.0,32.0,96.0,64.0,1.25,0.2857142857142857,0.5,0.0,0.0,0.0,0.6363636363636364,0.18181818181818182,4,0,0,6,1,0,0.07692307692307687,0.9966044142614601,0.36149929198239117,0.0,0.9774436090225564,0.2989291410344042,0.0714285714285714,0.8494623655913979,0.22219207967008547,0.9985,0.9985,0.9985,0.99,0.99,0.99,0.85,0.85,0.85,0.0,1,45,9.0,1,6,1.9090909090909092,2.6666666666666665,48.0,32.53333333333333,0.01680672268907563,48.0,24.00840336134454,1.1428571428571428,48.0,24.57142857142857,0.47058823529411764,96.0,48.23529411764706,1.0,1904.0,952.5,1.0,28.0,14.5,0.5,68.0,34.25
00061_00005_02665,0.00285,0.6572,00061,9,10,9.75,18,2,6,0,8,8,8.0,4096,4096,4096.0,5,2,4,3.2,7,2,4,2.5714285714285716,1.0,238.0,57.0,16.0,128.0,57.0,0.3333333333333333,0.0,0.4444444444444444,0.0,0.4444444444444444,0.5833333333333334,0.25,0.16666666666666666,16,2,0,6,0,0,0.09090909090909094,0.9813045284586622,0.3637705696648364,0.0,0.8706896551724138,0.2508004926108375,0.08333333333333337,0.8554216867469879,0.22157417548983815,0.99325,0.99325,0.99325,0.94,0.94,0.94,0.8875,0.8875,0.8875,0.0,1,7,1.75,1,7,1.75,1.6,64.0,30.511111111111113,0.13445378151260504,96.0,27.570741778192758,4.571428571428571,96.0,31.79312169312169,0.9411764705882353,96.0,41.22309368191721,0.25,238.0,27.644444444444446,0.25,7.0,1.4000000000000001,0.25,34.0,4.159259259259259
00062_00006_00066,0.00285,0.61335,00062,11,12,11.75,16,2,11,0,8,8,8.0,4096,4096,4096.0,5,2,4,3.2,7,2,4,2.5714285714285716,1.0,49.0,57.625,16.0,128.0,57.625,0.6875,0.0,0.5,0.0,0.5,0.5925925925925926,0.07407407407407407,0.25925925925925924,16,0,0,11,0,0,0.011111111111111072,0.8876123876123876,0.23951453869948022,0.01098901098901095,0.05747126436781613,0.025128153212863186,0.0,0.8863636363636364,0.21826142574398752,0.944375,0.944375,0.944375,0.10999999999999999,0.10999999999999999,0.10999999999999999,0.9375,0.9375,0.9375,0.0,1,1,1.0,1,8,1.8421052631578947,2.0,85.33333333333333,42.52380952380952,0.6530612244897959,96.0,28.312679661608232,4.571428571428571,96.0,33.29130036630036,4.571428571428571,96.0,36.51726190476191,0.3333333333333333,49.0,8.979166666666666,0.3333333333333333,7.0,2.1041666666666665,0.3333333333333333,7.0,1.4166666666666665
00062_00006_02960,0.00285,0.0031,00062,11,12,11.75,12,1,8,0,8,8,8.0,2048,2048,2048.0,4,2,4,3.0,6,2,4,2.3333333333333335,1.0,49.0,55.833333333333336,1.0,128.0,55.833333333333336,0.6666666666666666,0.0,0.5,0.0,0.5,0.65,0.1,0.05,10,0,0,7,1,0,0.05714285714285716,0.7660545092993333,0.2116791739040551,0.022222222222222254,0.5145631067961165,0.10825147086860891,0.0,0.5180722891566265,0.14433032080714953,0.8515,0.8515,0.8515,0.56,0.56,0.56,0.6625,0.6625,0.6625,0.0,1,2,1.1428571428571428,1,2,1.1428571428571428,0.3333333333333333,64.0,33.78333333333333,1.0,96.0,19.432668178382468,1.0,96.0,25.16031746031746,1.0,96.0,26.074603174603173,0.25,49.0,11.788888888888891,0.25,7.0,2.022222222222222,0.25,7.0,1.8555555555555554
00062_00006_02557,0.00285,0.3392,00062,13,15,14.5,26,3,8,0,8,8,8.0,2048,2048,2048.0,6,2,4,3.3333333333333335,8,2,4,2.75,1.0,88.0,55.92307692307692,1.0,128.0,55.92307692307692,0.23076923076923078,0.25,0.46153846153846156,0.0,0.5384615384615384,0.7647058823529411,0.11764705882352941,0.11764705882352941,24,0,0,7,1,0,0.33333333333333337,0.9788732394366197,0.6500969646330956,0.0,0.9577464788732395,0.35389762523360224,0.0,0.8072289156626506,0.45840146299483653,0.9995,0.9995,0.9995,0.98,0.98,0.98,0.975,0.975,0.975,0.0,1,23,3.3,1,5,1.5,0.5,51.2,24.156349206349205,0.011363636363636364,96.0,29.78854550211693,0.5,96.0,34.0003663003663,0.022727272727272728,96.0,40.938011988011986,0.14285714285714285,49.0,8.208516483516483,0.14285714285714285,7.0,1.2117216117216116,0.14285714285714285,22.0,2.50018315018315
00062_00007_02119,0.00285,0.0031,00062,12,14,13.5,22,3,10,0,8,8,8.0,2048,2048,2048.0,6,2,4,3.3333333333333335,8,2,4,2.75,1.0,49.0,60.63636363636363,16.0,128.0,60.63636363636363,0.36363636363636365,0.2,0.36363636363636365,0.0,0.6363636363636364,0.90625,0.0,0.03125,20,0,0,9,1,0,0.06666666666666665,0.9443209732132413,0.2189688598339453,0.02941176470588236,0.6699029126213591,0.11288613716799913,0.0,0.8313253012048193,0.17153105707322575,0.95875,0.95875,0.95875,0.7,0.7,0.7,0.8625,0.8625,0.8625,0.0,1,3,1.2222222222222223,1,6,1.5555555555555556,1.6,85.33333333333333,54.28333333333333,1.28,96.0,33.540655534941244,6.4,96.0,39.04155844155844,6.4,96.0,39.04155844155844,0.2,49.0,5.6878787878787875,0.2,7.0,1.0818181818181818,0.2,7.0,1.0818181818181818
00062_00008_00682,0.00285,0.3392,00062,12,13,12.75,18,2,11,0,8,8,8.0,4096,4096,4096.0,5,2,5,3.6,7,2,4,2.5714285714285716,1.0,1330.0,56.666666666666664,14.0,128.0,56.666666666666664,0.3888888888888889,0.36363636363636365,0.4444444444444444,0.0,0.4444444444444444,0.4827586206896552,0.1724137931034483,0.27586206896551724,12,4,0,10,1,0,0.06666666666666665,0.9947671376242805,0.49950163215469334,0.0,0.8717948717948718,0.3322344322344323,0.0,0.9591836734693877,0.2818270165208941,0.99925,0.99925,0.99925,0.97,0.97,0.97,0.975,0.975,0.975,0.09523809523809523,1,7,1.8571428571428572,1,22,3.0,1.6,64.0,28.177777777777777,0.010526315789473684,96.0,31.056972059779078,0.3684210526315789,96.0,37.49278752436647,0.4,96.0,40.16296296296296,0.25,1330.0,148.94074074074075,0.25,38.0,4.640740740740741,0.25,35.0,4.437037037037038
00062_00007_02556,,,00062,10,11,10.75,16,1,2,0,8,8,8.0,2048,2048,2048.0,4,2,4,3.0,6,2,4,2.3333333333333335,1.0,532.0,55.375,1.0,128.0,55.375,0.125,0.0,0.375,0.0,0.5,0.6111111111111112,0.1111111111111111,0.2777777777777778,12,2,0,1,1,0,0.0,0.9936507936507937,0.7348048712053636,0.0,0.9416058394160584,0.6105433901054339,0.0,0.9714285714285714,0.5127596098680436,0.999875,0.999875,0.999875,0.99,0.99,0.99,0.9875,0.9875,0.9875,0.2,1,14,4.2,1,32,7.8,0.2,42.666666666666664,20.23968253968254,0.06015037593984962,96.0,33.11410299838137,0.40625,122.0,43.43887648809523,0.42105263157894735,96.0,35.65054824561403,0.16666666666666666,532.0,74.97440476190476,0.16666666666666666,16.0,3.0860119047619046,0.16666666666666666,76.0,9.992261904761904
00062_00009_01197,0.00285,0.3392,00062,13,15,14.5,26,3,8,0,8,8,8.0,2048,2048,2048.0,6,2,4,3.3333333333333335,8,2,4,2.75,1.0,49.0,61.38461538461539,16.0,128.0,61.38461538461539,0.3076923076923077,0.0,0.46153846153846156,0.0,0.5384615384615384,0.7352941176470589,0.08823529411764706,0.058823529411764705,26,0,0,7,1,0,0.10857142857142854,0.9181190782547667,0.44021178308249487,0.0,0.7777777777777778,0.3105810272328996,0.0714285714285714,0.8313253012048193,0.19784725983521162,0.9955,0.9955,0.9955,0.96,0.96,0.96,0.8875,0.8875,0.8875,0.0,1,4,1.6,1,6,1.5,1.1428571428571428,51.2,28.961904761904766,0.6530612244897959,96.0,30.14151753008896,4.571428571428571,96.0,39.47472527472527,4.571428571428571,96.0,36.156776556776556,0.14285714285714285,49.0,4.836721611721612,0.14285714285714285,7.0,0.891208791208791,0.14285714285714285,7.0,0.9745421245421244
00063_00009_01961,,,00063,10,11,10.75,12,1,6,0,8,8,8.0,2048,2048,2048.0,4,2,4,3.0,6,2,4,2.3333333333333335,1.0,30.0,52.0,1.0,128.0,52.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.3333333333333333,0.3888888888888889,0.1111111111111111,0.2777777777777778,8,2,0,3,3,0,0.021052631578947323,0.9384478144513827,0.2562007558395515,0.010309278350515427,0.7578947368421053,0.16167495392315787,0.0,0.7457627118644068,0.18228350662298817,0.956875,0.956875,0.956875,0.77,0.77,0.77,0.8125,0.8125,0.8125,0.0,1,4,1.4285714285714286,1,4,1.4285714285714286,0.3333333333333333,96.0,36.15833333333333,0.03333333333333333,96.0,20.333121693121694,0.2,96.0,30.62222222222222,0.16666666666666666,96.0,27.152380952380952,0.25,12.0,5.483333333333333,0.25,4.0,1.2444444444444442,0.25,7.0,2.216666666666667
00063_00007_02309,0.00285,0.3392,00063,13,15,14.5,26,3,8,0,8,8,8.0,2048,2048,2048.0,6,2,5,3.6666666666666665,8,2,4,2.75,1.0,49.0,57.92307692307692,14.0,128.0,57.92307692307692,0.23076923076923078,0.25,0.3076923076923077,0.0,0.6923076923076923,0.8529411764705882,0.058823529411764705,0.08823529411764706,22,2,0,5,3,0,0.030303030303030276,0.784,0.2810639567993917,0.02941176470588236,0.5145631067961165,0.13337469188911222,0.0,0.7,0.20789090427644644,0.9505,0.9505,0.9505,0.6699999999999999,0.6699999999999999,0.6699999999999999,0.85,0.85,0.85,0.0,1,2,1.125,1,2,1.125,1.1428571428571428,51.2,25.43412698412698,0.2857142857142857,96.0,40.19531135531135,2.0,96.0,44.199999999999996,2.0,96.0,44.199999999999996,0.14285714285714285,49.0,4.535439560439561,0.14285714285714285,7.0,0.8463369963369962,0.14285714285714285,7.0,0.8463369963369962
00063_00006_00067,0.00285,0.3392,00063,12,14,13.5,26,3,7,0,8,8,8.0,2048,2048,2048.0,6,2,5,3.6666666666666665,8,2,4,2.75,1.0,49.0,62.69230769230769,16.0,128.0,62.69230769230769,0.2692307692307692,0.0,0.3076923076923077,0.0,0.5384615384615384,0.7575757575757576,0.12121212121212122,0.06060606060606061,26,0,0,7,0,0,0.052631578947368474,0.5321090185986665,0.20757489754446884,0.0,0.37,0.0552519499198501,0.050000000000000044,0.5180722891566265,0.15681154905865385,0.870375,0.870375,0.870375,0.39,0.39,0.39,0.7875,0.7875,0.7875,0.10526315789473684,1,1,1.0,1,2,1.2105263157894737,1.1428571428571428,108.0,38.350793650793655,1.28,96.0,33.15057038199895,6.4,96.0,38.04065934065934,6.4,96.0,42.77142857142857,0.14285714285714285,49.0,4.5803113553113555,0.14285714285714285,7.0,0.8912087912087912,0.14285714285714285,7.0,0.8463369963369962
00063_00005_02699,0.00285,0.4898,00063,6,7,6.75,14,2,4,0,8,8,8.0,4096,4096,4096.0,5,2,4,3.2,7,2,4,2.5714285714285716,1.0,25.0,66.28571428571429,16.0,128.0,66.28571428571429,0.14285714285714285,0.0,0.2857142857142857,0.0,0.7142857142857143,0.8888888888888888,0.0,0.0,14,0,0,4,0,0,0.23076923076923073,0.9875,0.45793862773029437,0.038461538461538436,0.75,0.22524928774928774,0.19999999999999996,0.95,0.4208333333333333,0.9875,0.9875,0.9875,0.75,0.75,0.75,0.95,0.95,0.95,0.0,1,1,1.0,1,1,1.0,2.6666666666666665,128.0,90.13333333333333,1.28,96.0,45.64317460317461,6.4,96.0,50.438095238095244,6.4,96.0,50.438095238095244,0.5,8.333333333333334,2.047619047619048,0.5,1.6666666666666667,0.8095238095238095,0.5,1.6666666666666667,0.8095238095238095
